0,1,2,3,4,5,6,7
"('task_description', 'Critique the approach to outdoor activities')","('complexity', 'low')","('bad_prompt', 'Tell me about outdoor activities.')","('good_prompt', 'You are a seasoned outdoor enthusiast with over 20 years of experience. Provide a list of five diverse outdoor activities suitable for beginners, briefly describing each activity, its benefits, and any essential equipment needed. Structure your answer in a markdown table.')","('expected_answer', 'The ideal output is a markdown table listing five different outdoor activities suitable for beginners. Each row should include the activity name, a brief description of the activity, its benefits (e.g., physical health, mental well-being, connection with nature), and a list of essential equipment needed to get started. The activities should be diverse, covering a range of physical exertion levels and environments.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.ANALYSIS_CRITIQUE: 'Analysis or Critique Prompts'>)","('notes', None)"
"('task_description', 'Provide a brief overview of interface design')","('complexity', 'medium')","('bad_prompt', 'Tell me about interface design.')","('good_prompt', 'You are an expert in user interface (UI) and user experience (UX) design. Provide a concise overview of interface design, covering the following aspects:\n\n1.  **Definition and Purpose:** Briefly define interface design and explain its primary purpose in the context of software and applications.\n2.  **Key Principles:** Outline 3-5 key principles of effective interface design (e.g., usability, accessibility, consistency, learnability, aesthetics).\n3.  **Core Elements:** Describe the core elements that constitute an interface (e.g., input controls, navigational components, informational components).\n4.  **Design Process:** Summarize the typical steps involved in the interface design process (e.g., user research, prototyping, testing, iteration).\n5.  **Emerging Trends:** Briefly mention 1-2 current trends or emerging technologies impacting interface design (e.g., voice interfaces, augmented reality interfaces).\n\nKeep the overview concise and easy to understand for someone new to the field.')","('expected_answer', 'The ideal response will be a structured overview of interface design. It should clearly define interface design and its purpose. It should then list and explain key principles such as usability, accessibility, and consistency. The response should also identify core elements of an interface like input controls and navigation. A summary of the design process, including user research and prototyping, is expected. Finally, it should touch on emerging trends like voice or AR interfaces. The answer should be well-organized, concise, and suitable for someone new to the topic.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.SUMMARIZATION: 'Summarization Prompts'>)","('notes', None)"
"('task_description', 'Describe how water conservation works')","('complexity', 'medium')","('bad_prompt', 'Tell me about water conservation.')","('good_prompt', 'Explain the concept of water conservation in detail. Cover the following aspects:\n\n1.  Definition: What does water conservation mean?\n2.  Importance: Why is water conservation important for the environment and society?\n3.  Methods: Describe at least five specific methods or practices that individuals, communities, and industries can implement to conserve water. For each method, explain how it works and its potential impact.\n4.  Challenges: What are some of the challenges or barriers to widespread water conservation?\n5.  Examples: Provide real-world examples of successful water conservation initiatives or programs.\n\nStructure your response in a clear and organized manner, using headings and subheadings where appropriate. Aim for a comprehensive and informative explanation.')","('expected_answer', 'The ideal response would provide a detailed explanation of water conservation, covering its definition, importance, various methods (e.g., efficient irrigation, rainwater harvesting, leak detection and repair, water-efficient appliances, xeriscaping), challenges (e.g., lack of awareness, cost, conflicting interests), and real-world examples. It should be well-structured, informative, and demonstrate a thorough understanding of the topic.')","('prompting_techniques', [<PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.CHAIN_OF_THOUGHT: 'Chain of Thought (CoT)'>])","('prompt_type', <PromptType.INFORMATIONAL: 'Informational or Factual Prompts'>)","('notes', None)"
"('task_description', 'Create a program for space colonization')","('complexity', 'high')","('bad_prompt', 'How do we colonize space?')","('good_prompt', ""You are a lead strategist for a newly formed 'Interplanetary Colonization Initiative'. Your task is to develop a comprehensive, long-term plan for establishing a self-sustaining human presence beyond Earth. Consider all relevant factors, including target selection, resource utilization, technological development, societal structure, and risk mitigation. Detail specific phases, milestones, and potential challenges. Provide justifications for your choices, considering ethical, economic, and environmental implications. The plan should be ambitious yet realistic, accounting for current technological limitations and potential breakthroughs. Structure your response in the following sections:\n\n1.  Executive Summary: A brief overview of the entire plan.\n2.  Target Selection: Justification for the chosen celestial body or system.\n3.  Technological Requirements: Detailed description of necessary technologies (e.g., propulsion, life support, resource extraction).\n4.  Resource Management: Strategies for utilizing in-situ resources and establishing closed-loop systems.\n5.  Societal Structure: Proposed governance, social norms, and ethical considerations for the colony.\n6.  Risk Assessment and Mitigation: Identification of potential risks and strategies for addressing them.\n7.  Phased Implementation: A timeline with specific milestones and objectives for each phase.\n8.  Economic Model: A plan for the economic sustainability of the colony.\n9.  Conclusion: Summarize the key aspects of the plan and its potential impact.\n"")","('expected_answer', 'The ideal output would be a detailed, multi-faceted plan for space colonization, covering all the sections outlined in the prompt. It should include specific details about target selection (e.g., Mars, lunar settlements, asteroid mining), technological requirements (e.g., fusion propulsion, advanced 3D printing, closed-loop life support), resource management (e.g., ISRU for water and propellant, closed-loop agriculture), societal structure (e.g., democratic governance, resource allocation policies), risk assessment (e.g., radiation exposure, equipment failure, social unrest), phased implementation (e.g., robotic precursor missions, habitat construction, population transfer), and economic model (e.g., resource export, scientific research, space tourism). The plan should be well-reasoned, considering both current limitations and potential future advancements, and should address ethical and environmental concerns.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.SYSTEM_PROMPTING: 'System prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.PROGRAMMING_CODE_GENERATION: 'Programming and Code Generation Prompts'>)","('notes', None)"
"('task_description', 'Break down the functionality of marine biology code')","('complexity', 'medium')","('bad_prompt', 'Explain this marine biology code.')","('good_prompt', 'You are an expert marine biologist and software engineer. A colleague has written the following Python code, but they are unavailable to explain it. Please provide a detailed breakdown of the code\'s functionality, including the purpose of each function, the data structures used, and the overall goal of the program. Explain any domain-specific terminology related to marine biology. The code is as follows:\n\n```python\nimport numpy as np\n\ndef calculate_density(mass, volume):\n    """"""Calculates the density of a substance.""""""\n    if volume == 0:\n        return None  # Avoid division by zero\n    return mass / volume\n\ndef estimate_population_size(sample_size, tagged_individuals, recaptured_tagged, recaptured_total):\n    """"""Estimates population size using the mark and recapture method.""""""\n    if recaptured_tagged == 0:\n        return None # Avoid division by zero\n    return (sample_size * tagged_individuals) / recaptured_tagged\n\ndef analyze_phytoplankton_data(species_counts):\n    """"""Analyzes phytoplankton data to determine dominant species.""""""\n    total_count = np.sum(species_counts)\n    if total_count == 0:\n        return ""No phytoplankton found""\n    \n    relative_abundance = species_counts / total_count\n    dominant_species_index = np.argmax(relative_abundance)\n    \n    return f""Dominant species index: {dominant_species_index}, Relative abundance: {relative_abundance[dominant_species_index]:.2f}""\n\n\n# Example Usage\nmass_sample = 150.0 # grams\nvolume_sample = 100.0 # cm^3\ndensity = calculate_density(mass_sample, volume_sample)\nprint(f""Density: {density} g/cm^3"")\n\ntagged = 50\nsample = 100\nrecaptured_with_tag = 10\nrecaptured = 30\npopulation_estimate = estimate_population_size(sample, tagged, recaptured_with_tag, recaptured)\nprint(f""Estimated population size: {population_estimate}"")\n\nphytoplankton_counts = np.array([100, 150, 50, 200]) # Example counts for 4 species\ndominant_species = analyze_phytoplankton_data(phytoplankton_counts)\nprint(f""Phytoplankton Analysis: {dominant_species}"")\n```')","('expected_answer', 'The code consists of three functions related to marine biology calculations:\n\n1.  `calculate_density(mass, volume)`: This function calculates the density of a substance given its mass and volume. It takes two arguments, `mass` and `volume`, and returns their quotient. It includes a check to prevent division by zero, returning `None` in that case. The units are assumed to be consistent (e.g., grams and cm^3).\n\n2.  `estimate_population_size(sample_size, tagged_individuals, recaptured_tagged, recaptured_total)`: This function estimates the size of a population using the mark and recapture method. It takes four arguments: `sample_size` (the number of individuals in the second sample), `tagged_individuals` (the number of individuals initially tagged), `recaptured_tagged` (the number of tagged individuals recaptured), and `recaptured_total` (the total number of individuals recaptured). It returns an estimate of the population size based on the formula (sample_size * tagged_individuals) / recaptured_tagged. A division-by-zero check is included, returning `None` if `recaptured_tagged` is zero. This method is commonly used to estimate the size of mobile animal populations in a given area.\n\n3.  `analyze_phytoplankton_data(species_counts)`: This function analyzes phytoplankton data to determine the dominant species. It takes a NumPy array `species_counts` as input, where each element represents the count of a particular phytoplankton species. It calculates the relative abundance of each species by dividing its count by the total count of all species. It then identifies the index of the species with the highest relative abundance using `np.argmax()` and returns a formatted string indicating the dominant species index and its relative abundance. If the total count is zero, it returns a message indicating that no phytoplankton were found.\n\nThe example usage demonstrates how to use these functions with sample data. It calculates the density of a sample, estimates a population size, and analyzes phytoplankton data to find the dominant species. The NumPy library is used for efficient array operations in the `analyze_phytoplankton_data` function.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CODE_PROMPTING: 'Code prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.CODE_EXPLANATION: 'Code Explanation Prompts'>)","('notes', None)"
"('task_description', 'Continue this description of cooking techniques')","('complexity', 'medium')","('bad_prompt', 'Tell me about different cooking techniques.')","('good_prompt', 'You are a professional culinary instructor. Explain the following cooking techniques in detail, including the purpose of each technique, the typical foods it is used for, and any special equipment or considerations required. Provide examples for each technique.\n\nTechniques:\n1. Braising\n2. Sautéing\n3. Deep Frying\n4. Poaching')","('expected_answer', ""The response should provide a detailed explanation of each cooking technique listed. For each technique, it should describe the purpose (e.g., to tenderize tough cuts of meat in the case of braising), the types of foods it's commonly used for (e.g., vegetables and smaller cuts of meat for sautéing), and any specific equipment or considerations (e.g., maintaining oil temperature for deep frying). Each explanation should include specific examples of dishes or ingredients commonly associated with the technique."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.COMPLETION: 'Completion Prompts'>)","('notes', None)"
"('task_description', 'Create a concise summary of geopolitical conflicts')","('complexity', 'high')","('bad_prompt', 'Tell me about geopolitical conflicts.')","('good_prompt', 'You are a world affairs analyst for a major news organization. Your task is to provide concise summaries of current geopolitical conflicts, focusing on the key actors, underlying causes, major events, and potential resolutions. Provide summaries for the following conflicts:\n\n1.  Russia-Ukraine War\n2.  Israeli-Palestinian Conflict\n3.  Tensions in the South China Sea\n\nFor each conflict, structure your summary as follows:\n\n*   **Conflict:** [Name of Conflict]\n*   **Key Actors:** [List of key actors involved]\n*   **Underlying Causes:** [Brief explanation of the root causes]\n*   **Major Events:** [Key events that have shaped the conflict]\n*   **Potential Resolutions:** [Possible pathways to de-escalation or resolution]\n')","('expected_answer', 'The expected answer is a structured summary of each listed geopolitical conflict. Each summary should clearly identify the key actors involved (e.g., nations, organizations), the underlying causes of the conflict (e.g., historical grievances, resource competition), major events that have shaped the conflict (e.g., wars, treaties, political shifts), and potential resolutions or pathways to de-escalation (e.g., diplomatic negotiations, ceasefires, political settlements). The summaries should be concise and informative, providing a high-level overview of each conflict.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.ONE_SHOT_FEW_SHOT: 'One-shot & few-shot'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.SUMMARIZATION: 'Summarization Prompts'>)","('notes', None)"
"('task_description', 'Create a guide for paper folding')","('complexity', 'low')","('bad_prompt', 'Write instructions for paper folding.')","('good_prompt', 'You are an expert origami instructor. Your task is to create a step-by-step guide for beginners on how to fold a paper crane. Include clear, concise instructions and helpful tips for each step. The guide should be easy to follow and include at least 10 steps. Use numbered lists for each step.')","('expected_answer', 'The expected answer is a numbered list of at least 10 steps, detailing how to fold a paper crane. Each step should be clear, concise, and easy for a beginner to understand. The instructions should be accurate and result in a recognizable paper crane. Helpful tips should be included to guide the user through difficult steps.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INSTRUCTIONAL: 'Instructional Prompts'>)","('notes', None)"
"('task_description', 'Provide information about public speaking')","('complexity', 'medium')","('bad_prompt', 'Tell me about public speaking.')","('good_prompt', 'You are a public speaking coach. A student is preparing for their first major presentation and is very nervous. Provide a structured guide, including the following sections:\n\n1.  **Preparation**: Detail steps for researching the audience, crafting a compelling narrative, and structuring the speech for maximum impact.\n2.  **Delivery Techniques**: Explain effective techniques for managing nervousness, using body language, vocal projection, and maintaining eye contact.\n3.  **Handling Q&A**: Offer strategies for anticipating questions, formulating clear and concise answers, and gracefully handling difficult inquiries.\n4.  **Practice and Refinement**: Describe the importance of rehearsal, methods for seeking feedback, and techniques for continuous improvement.\n\nInclude specific examples and actionable advice the student can implement immediately. The response should be detailed, practical, and encouraging.')","('expected_answer', 'The ideal output would be a comprehensive guide to public speaking, structured into the four sections outlined in the prompt (Preparation, Delivery Techniques, Handling Q&A, and Practice & Refinement). Each section should contain detailed explanations, practical advice, and specific examples. The tone should be encouraging and supportive, suitable for a nervous student preparing for their first major presentation. The response should demonstrate a deep understanding of public speaking principles and techniques.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INFORMATIONAL: 'Informational or Factual Prompts'>)","('notes', None)"
"('task_description', 'Act as an expert in consumer behavior and provide insights')","('complexity', 'medium')","('bad_prompt', 'Tell me about consumer behavior.')","('good_prompt', ""You are an expert in consumer behavior. A new online retailer is launching a line of sustainable clothing targeted at Gen Z. Analyze the key factors influencing Gen Z's purchasing decisions related to sustainable fashion. Consider psychological, social, and cultural influences. Provide specific examples of marketing strategies that would resonate with this demographic, referencing relevant consumer behavior theories such as the Theory of Planned Behavior or the Elaboration Likelihood Model. Structure your response in a clear, concise report format."")","('expected_answer', ""The ideal response would be a structured report detailing the psychological (e.g., values, attitudes towards sustainability), social (e.g., influence of social media, peer groups), and cultural (e.g., trends, ethical considerations) factors influencing Gen Z's sustainable fashion purchasing decisions. It should include specific, actionable marketing strategies tailored to this demographic, grounded in consumer behavior theories like the Theory of Planned Behavior (linking attitudes and intentions) or the Elaboration Likelihood Model (how persuasive messages are processed). The report should offer practical recommendations for the online retailer."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.ONE_SHOT_FEW_SHOT: 'One-shot & few-shot'>])","('prompt_type', <PromptType.ROLE_PLAYING: 'Role-Playing Prompts'>)","('notes', None)"
"('task_description', 'Provide a brief overview of cryptocurrency basics')","('complexity', 'medium')","('bad_prompt', 'Tell me about cryptocurrency.')","('good_prompt', 'You are an expert in finance and blockchain technology. Please provide a concise overview of cryptocurrency for someone with no prior knowledge. Cover the following aspects:\n\n1.  What is cryptocurrency and how does it differ from traditional currency?\n2.  Explain the concept of blockchain technology and its role in cryptocurrency.\n3.  Describe the process of mining or validating transactions.\n4.  Discuss the potential benefits and risks associated with investing in cryptocurrency.\n5.  Provide examples of popular cryptocurrencies like Bitcoin and Ethereum.\n\nStructure your response in a clear and easy-to-understand manner, using bullet points or numbered lists where appropriate.')","('expected_answer', 'A good response should clearly define cryptocurrency, highlighting its decentralized nature and reliance on cryptography. It should explain blockchain as a distributed ledger, detailing how it ensures transparency and security. The explanation of mining/validation should cover proof-of-work or proof-of-stake mechanisms. The response should also address the benefits (e.g., decentralization, potential for high returns) and risks (e.g., volatility, regulatory uncertainty) of cryptocurrency investment, and provide brief descriptions of Bitcoin and Ethereum as examples.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.SUMMARIZATION: 'Summarization Prompts'>)","('notes', None)"
"('task_description', 'Compare and contrast wildlife conservation with alternatives')","('complexity', 'medium')","('bad_prompt', 'What are the alternatives to wildlife conservation?')","('good_prompt', 'You are a conservation expert. Compare and contrast wildlife conservation with alternative approaches to managing human-wildlife interactions and maintaining biodiversity. Consider the following aspects in your comparison: \n\n*   **Effectiveness:** How well does each approach protect wildlife populations and their habitats?\n*   **Cost:** What are the financial costs associated with each approach?\n*   **Social impact:** How does each approach affect local communities and their livelihoods?\n*   **Ethical considerations:** What are the ethical implications of each approach?\n\nSpecifically, discuss the following alternatives:\n\n1.  **Hands-off approach:** Minimal intervention in natural processes.\n2.  **Ex-situ conservation:** Captive breeding programs and gene banks.\n3.  **Sustainable use:** Managing wildlife populations for human benefit (e.g., hunting, ecotourism).\n\nProvide a detailed analysis, highlighting the strengths and weaknesses of each approach in relation to wildlife conservation. Structure your answer in a table.')","('expected_answer', 'The ideal output is a structured comparison (preferably in a table format) of wildlife conservation and its alternatives (hands-off approach, ex-situ conservation, and sustainable use). The comparison should cover effectiveness, cost, social impact, and ethical considerations for each approach. The answer should clearly articulate the strengths and weaknesses of each approach, demonstrating a comprehensive understanding of the complexities involved in wildlife management and biodiversity preservation.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>, <PromptingTechnique.ONE_SHOT_FEW_SHOT: 'One-shot & few-shot'>])","('prompt_type', <PromptType.COMPARISON: 'Comparison Prompts'>)","('notes', None)"
"('task_description', 'Create a guide for RNA biology')","('complexity', 'high')","('bad_prompt', 'Tell me about RNA biology.')","('good_prompt', 'You are an expert in RNA biology. Your task is to create a comprehensive guide to RNA biology, suitable for a graduate-level student. The guide should cover the following topics in detail:\n\n1.  **RNA Structure and Chemical Properties:** Describe the chemical structure of RNA, including the ribose sugar, phosphate backbone, and nitrogenous bases. Explain the differences between RNA and DNA. Discuss the various types of RNA secondary structures (hairpins, loops, bulges, internal loops) and tertiary structures (pseudoknots, G-quadruplexes). Explain how these structures influence RNA function and stability.\n\n2.  **RNA Synthesis and Processing:** Detail the process of transcription, including the roles of RNA polymerases, transcription factors, and regulatory sequences (promoters, enhancers, silencers). Describe the different types of RNA processing, including capping, splicing, and polyadenylation. Explain the mechanisms and significance of alternative splicing.\n\n3.  **Types of RNA and Their Functions:** Describe the major types of RNA, including mRNA, tRNA, rRNA, snRNA, snoRNA, miRNA, siRNA, piRNA, and lncRNA. For each type, explain its biogenesis, structure, and function in detail. Discuss the roles of non-coding RNAs in gene regulation, development, and disease.\n\n4.  **RNA Degradation:** Explain the major pathways of RNA degradation in cells, including the roles of ribonucleases (exonucleases and endonucleases) and RNA decay complexes. Discuss the factors that influence RNA stability and turnover. Explain the significance of RNA degradation in gene expression control.\n\n5.  **RNA-Protein Interactions:** Describe the major classes of RNA-binding proteins (RBPs) and their roles in RNA metabolism. Explain how RBPs recognize and bind to specific RNA sequences or structures. Discuss the techniques used to study RNA-protein interactions, such as CLIP-seq and RIP-seq.\n\n6.  **RNA Technologies and Applications:** Describe the major technologies used to study RNA, including RNA sequencing (RNA-seq), microarrays, qRT-PCR, and in situ hybridization. Explain the applications of RNA technologies in basic research, drug discovery, and diagnostics. Discuss the potential of RNA-based therapeutics, such as RNA interference (RNAi) and antisense oligonucleotides.\n\n7.  **Emerging Topics in RNA Biology:** Discuss the latest advances and emerging topics in RNA biology, such as epitranscriptomics (RNA modifications), circular RNAs (circRNAs), and RNA-based machines. Explain the potential implications of these discoveries for our understanding of biology and medicine.\n\nProvide detailed explanations, diagrams, and examples to illustrate key concepts. Cite relevant research articles and reviews to support your statements. The guide should be comprehensive, accurate, and up-to-date.')","('expected_answer', 'A comprehensive guide to RNA biology covering the specified topics in detail, including RNA structure, synthesis, processing, types, degradation, RNA-protein interactions, technologies, and emerging topics. The guide should be suitable for a graduate-level student and include detailed explanations, diagrams, examples, and citations to relevant research articles.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.INSTRUCTIONAL: 'Instructional Prompts'>)","('notes', None)"
"('task_description', 'Clarify the purpose of each section in this cellular processes implementation')","('complexity', 'medium')","('bad_prompt', 'What does this code do?')","('good_prompt', ""You are an expert biologist and software engineer. I will provide you with a Python code implementation of several cellular processes. Your task is to analyze the code and provide a detailed explanation of the purpose of each section, including the biological significance of the implemented processes. Explain how each section contributes to simulating cellular behavior. The code is as follows:\n\n```python\n# Section 1: Define cell parameters\ncell_radius = 10\nmembrane_permeability = 0.05\n\n# Section 2: Simulate diffusion\ndef simulate_diffusion(concentration_gradient, permeability):\n    flux = concentration_gradient * permeability\n    return flux\n\n# Section 3: Model receptor binding\nreceptor_count = 1000\nligand_concentration = 0.1\nbinding_affinity = 0.001\n\noccupied_receptors = (receptor_count * ligand_concentration) / (ligand_concentration + binding_affinity)\n\n# Section 4: Simulate gene expression\ntranscription_factor_binding = 0.7 # Probability of transcription factor binding\nbasal_transcription_rate = 10\ninduced_transcription_rate = 100\n\nmRNA_production_rate = basal_transcription_rate + transcription_factor_binding * induced_transcription_rate\n\n# Section 5: Model protein synthesis\nmRNA_concentration = 0.5\ntranslation_rate = 50\nprotein_production_rate = mRNA_concentration * translation_rate\n\n# Section 6: Simulate protein degradation\nprotein_concentration = 20\ndegradation_rate = 0.01\nprotein_degradation_rate = protein_concentration * degradation_rate\n\nprint(f'{simulate_diffusion(0.2, membrane_permeability)=}')\nprint(f'{occupied_receptors=}')\nprint(f'{mRNA_production_rate=}')\nprint(f'{protein_production_rate=}')\nprint(f'{protein_degradation_rate=}')\n```"")","('expected_answer', 'The response should provide a section-by-section breakdown of the code, explaining the biological process each section models. For example, Section 1 should be described as defining fundamental cellular characteristics like size and membrane properties. Section 2 should be described as modeling the movement of molecules across the cell membrane based on concentration differences and permeability. Section 3 should be described as modeling the binding of ligands to receptors, a crucial step in cell signaling. Section 4 should be described as modeling gene expression, where transcription factors influence mRNA production. Section 5 should be described as modeling protein synthesis based on mRNA levels. Section 6 should be described as modeling protein degradation, which regulates protein concentration. The explanation should also highlight how these sections, when combined, represent a simplified simulation of cellular behavior.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.CODE_EXPLANATION: 'Code Explanation Prompts'>)","('notes', None)"
"('task_description', 'Address common questions on advanced game theory')","('complexity', 'high')","('bad_prompt', 'Explain advanced game theory.')","('good_prompt', 'You are an expert game theorist. Explain the concept of mechanism design, including its goals, key components (such as the revelation principle), and real-world applications like auction design and voting systems. Provide examples to illustrate the concepts. Then, explain the concept of evolutionary game theory, including replicator dynamics, evolutionary stable strategies (ESS), and applications to biology and social sciences. Provide examples to illustrate the concepts. Finally, explain the concept of stochastic games, including the definition of a stochastic game, Markov perfect equilibrium, and applications in economics and computer science. Provide examples to illustrate the concepts.')","('expected_answer', 'The ideal answer would provide clear and concise explanations of mechanism design, evolutionary game theory, and stochastic games. For each topic, it should define the core concepts, explain key components or related theorems, and provide relevant real-world examples or applications. The explanation should be detailed enough to demonstrate a solid understanding of the advanced topics.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
"('task_description', 'Clarify the purpose of each section in this customer service implementation')","('complexity', 'medium')","('bad_prompt', 'What is the purpose of each section in a customer service implementation?')","('good_prompt', ""You are a customer service expert. I need you to analyze the typical sections found in a customer service implementation and explain the purpose of each section. Consider sections such as 'Initial Contact', 'Problem Diagnosis', 'Solution Provision', 'Follow-up', and 'Escalation'. For each section, provide a concise explanation of its role in ensuring customer satisfaction and efficient service delivery. Structure your answer in a bulleted list."")","('expected_answer', ""The expected answer is a bulleted list, with each bullet point describing a section of a customer service implementation and its purpose. For example:\n\n*   **Initial Contact:** To establish communication with the customer, understand their initial needs, and set the tone for the interaction.\n*   **Problem Diagnosis:** To thoroughly investigate the customer's issue, gather relevant information, and identify the root cause of the problem.\n*   **Solution Provision:** To offer effective solutions to the customer's problem, explain the steps involved, and ensure the customer understands the resolution.\n*   **Follow-up:** To check if the provided solution resolved the customer's issue, address any remaining concerns, and ensure customer satisfaction.\n*   **Escalation:** To transfer the customer to a higher level of support when the initial support team cannot resolve the issue, ensuring complex problems receive appropriate attention."")","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.CODE_EXPLANATION: 'Code Explanation Prompts'>)","('notes', None)"
"('task_description', 'Respond to FAQs about infectious diseases')","('complexity', 'medium')","('bad_prompt', 'Tell me about infectious diseases.')","('good_prompt', 'You are a world-renowned expert in infectious diseases. Please provide a detailed explanation of the following aspects of infectious diseases:\n\n1.  **Definition and Types:** Define what constitutes an infectious disease and categorize the different types (e.g., bacterial, viral, fungal, parasitic), providing examples of each.\n2.  **Transmission Mechanisms:** Describe the various ways infectious diseases are transmitted from one host to another (e.g., airborne, direct contact, vector-borne), including specific examples.\n3.  **Prevention Strategies:** Outline effective strategies for preventing the spread of infectious diseases, such as vaccination, hygiene practices, and public health measures. Include specific examples of successful prevention programs.\n4.  **Treatment Options:** Summarize the available treatment options for different types of infectious diseases, including antibiotics, antivirals, antifungals, and antiparasitics. Discuss the challenges of antimicrobial resistance.\n5.  **Emerging Infectious Diseases:** Discuss the factors that contribute to the emergence of new infectious diseases and provide examples of recent outbreaks (e.g., COVID-19, Ebola). What are the key steps in responding to a novel infectious disease threat?\n\nStructure your response in a clear and organized manner, providing specific examples and supporting evidence where possible. Aim for a comprehensive overview suitable for an informed audience.')","('expected_answer', 'The ideal response would be a comprehensive overview of infectious diseases, covering the definition and types with examples (e.g., bacterial infections like pneumonia, viral infections like influenza), transmission mechanisms (e.g., airborne transmission of measles, direct contact transmission of herpes), prevention strategies (e.g., vaccination against polio, handwashing to prevent the spread of common colds), treatment options (e.g., antibiotics for bacterial infections, antivirals for HIV), and a discussion of emerging infectious diseases with examples like COVID-19 and Ebola, including factors contributing to their emergence and response strategies. The response should be well-organized, detailed, and accurate, reflecting a deep understanding of the subject matter.')","('prompting_techniques', [<PromptingTechnique.ROLE_PROMPTING: 'Role prompting'>, <PromptingTechnique.CONTEXTUAL_PROMPTING: 'Contextual prompting'>])","('prompt_type', <PromptType.QUESTION_ANSWERING: 'Question-Answering Prompts'>)","('notes', None)"
